"monatszahl","auspraegung","jahr","monat","wert"
"Verkehrsunfälle","Verletzte und Getötete",2010,6,517
"Verkehrsunfälle","Verletzte und Getötete",2010,7,721
"Verkehrsunfälle","Verletzte und Getötete",2010,8,481
"Verkehrsunfälle","Verletzte und Getötete",2010,9,534
"Verkehrsunfälle","Verletzte und Getötete",2010,10,524
"Verkehrsunfälle","Verletzte und Getötete",2010,11,383
"Verkehrsunfälle","Verletzte und Getötete",2010,12,277
"Verkehrsunfälle","Verletzte und Getötete",2009,1,223
"Verkehrsunfälle","Verletzte und Getötete",2009,2,340
"Verkehrsunfälle","Verletzte und Getötete",2009,3,245
"Verkehrsunfälle","Verletzte und Getötete",2009,4,416
"Verkehrsunfälle","Verletzte und Getötete",2009,5,535
"Verkehrsunfälle","Verletzte und Getötete",2009,6,443
"Verkehrsunfälle","Verletzte und Getötete",2009,7,556
"Verkehrsunfälle","Verletzte und Getötete",2009,8,466
"Verkehrsunfälle","Verletzte und Getötete",2009,9,452
"Verkehrsunfälle","Verletzte und Getötete",2009,10,432
"Verkehrsunfälle","Verletzte und Getötete",2009,11,366
"Verkehrsunfälle","Verletzte und Getötete",2009,12,391
"Verkehrsunfälle","Verletzte und Getötete",2008,1,307
"Verkehrsunfälle","Verletzte und Getötete",2008,2,340
"Verkehrsunfälle","Verletzte und Getötete",2008,3,254
"Verkehrsunfälle","Verletzte und Getötete",2008,4,355
"Verkehrsunfälle","Verletzte und Getötete",2008,5,534
"Verkehrsunfälle","Verletzte und Getötete",2008,6,473
"Verkehrsunfälle","Verletzte und Getötete",2008,7,538
"Verkehrsunfälle","Verletzte und Getötete",2008,8,480
"Verkehrsunfälle","Verletzte und Getötete",2008,9,422
"Verkehrsunfälle","Verletzte und Getötete",2008,10,455
"Verkehrsunfälle","Verletzte und Getötete",2008,11,321
"Verkehrsunfälle","Verletzte und Getötete",2008,12,272
"Verkehrsunfälle","Verletzte und Getötete",2007,1,268
"Verkehrsunfälle","Verletzte und Getötete",2007,2,277
"Verkehrsunfälle","Verletzte und Getötete",2007,3,347
"Verkehrsunfälle","Verletzte und Getötete",2007,4,500
"Verkehrsunfälle","Verletzte und Getötete",2007,5,591
"Verkehrsunfälle","Verletzte und Getötete",2007,6,535
"Verkehrsunfälle","Verletzte und Getötete",2007,7,511
"Verkehrsunfälle","Verletzte und Getötete",2007,8,422
"Verkehrsunfälle","Verletzte und Getötete",2007,9,462
"Verkehrsunfälle","Verletzte und Getötete",2007,10,491
"Verkehrsunfälle","Verletzte und Getötete",2007,11,405
"Verkehrsunfälle","Verletzte und Getötete",2007,12,414
"Verkehrsunfälle","Verletzte und Getötete",2006,1,364
"Verkehrsunfälle","Verletzte und Getötete",2006,2,279
"Verkehrsunfälle","Verletzte und Getötete",2006,3,375
"Verkehrsunfälle","Verletzte und Getötete",2006,4,387
"Verkehrsunfälle","Verletzte und Getötete",2006,5,564
"Verkehrsunfälle","Verletzte und Getötete",2006,6,479
"Verkehrsunfälle","Verletzte und Getötete",2006,7,787
"Verkehrsunfälle","Verletzte und Getötete",2006,8,513
"Verkehrsunfälle","Verletzte und Getötete",2006,9,490
"Verkehrsunfälle","Verletzte und Getötete",2006,10,632
"Verkehrsunfälle","Verletzte und Getötete",2006,11,468
"Verkehrsunfälle","Verletzte und Getötete",2006,12,466
"Verkehrsunfälle","Verletzte und Getötete",2005,1,306
"Verkehrsunfälle","Verletzte und Getötete",2005,2,282
"Verkehrsunfälle","Verletzte und Getötete",2005,3,385
"Verkehrsunfälle","Verletzte und Getötete",2005,4,514
"Verkehrsunfälle","Verletzte und Getötete",2005,5,618
"Verkehrsunfälle","Verletzte und Getötete",2005,6,729
"Verkehrsunfälle","Verletzte und Getötete",2005,7,675
"Verkehrsunfälle","Verletzte und Getötete",2005,8,582
"Verkehrsunfälle","Verletzte und Getötete",2005,9,825
"Verkehrsunfälle","Verletzte und Getötete",2005,10,568
"Verkehrsunfälle","Verletzte und Getötete",2005,11,458
"Verkehrsunfälle","Verletzte und Getötete",2005,12,460
"Verkehrsunfälle","Verletzte und Getötete",2004,1,377
"Verkehrsunfälle","Verletzte und Getötete",2004,2,310
"Verkehrsunfälle","Verletzte und Getötete",2004,3,403
"Verkehrsunfälle","Verletzte und Getötete",2004,4,461
"Verkehrsunfälle","Verletzte und Getötete",2004,5,600
"Verkehrsunfälle","Verletzte und Getötete",2004,6,598
"Verkehrsunfälle","Verletzte und Getötete",2004,7,811
"Verkehrsunfälle","Verletzte und Getötete",2004,8,584
"Verkehrsunfälle","Verletzte und Getötete",2004,9,659
"Verkehrsunfälle","Verletzte und Getötete",2004,10,561
"Verkehrsunfälle","Verletzte und Getötete",2004,11,439
"Verkehrsunfälle","Verletzte und Getötete",2004,12,416
"Verkehrsunfälle","Verletzte und Getötete",2003,1,358
"Verkehrsunfälle","Verletzte und Getötete",2003,2,308
"Verkehrsunfälle","Verletzte und Getötete",2003,3,476
"Verkehrsunfälle","Verletzte und Getötete",2003,4,535
"Verkehrsunfälle","Verletzte und Getötete",2003,5,632
"Verkehrsunfälle","Verletzte und Getötete",2003,6,723
"Verkehrsunfälle","Verletzte und Getötete",2003,7,644
"Verkehrsunfälle","Verletzte und Getötete",2003,8,577
"Verkehrsunfälle","Verletzte und Getötete",2003,9,560
"Verkehrsunfälle","Verletzte und Getötete",2003,10,595
"Verkehrsunfälle","Verletzte und Getötete",2003,11,464
"Verkehrsunfälle","Verletzte und Getötete",2003,12,493
"Verkehrsunfälle","Verletzte und Getötete",2002,1,431
"Verkehrsunfälle","Verletzte und Getötete",2002,2,393
"Verkehrsunfälle","Verletzte und Getötete",2002,3,520
"Verkehrsunfälle","Verletzte und Getötete",2002,4,521
"Verkehrsunfälle","Verletzte und Getötete",2002,5,654
"Verkehrsunfälle","Verletzte und Getötete",2002,6,833
"Verkehrsunfälle","Verletzte und Getötete",2002,7,865
"Verkehrsunfälle","Verletzte und Getötete",2002,8,601
"Verkehrsunfälle","Verletzte und Getötete",2002,9,621
"Verkehrsunfälle","Verletzte und Getötete",2002,10,630
"Verkehrsunfälle","Verletzte und Getötete",2002,11,563
"Verkehrsunfälle","Verletzte und Getötete",2002,12,394
"Verkehrsunfälle","Verletzte und Getötete",2001,1,448
"Verkehrsunfälle","Verletzte und Getötete",2001,2,439
"Verkehrsunfälle","Verletzte und Getötete",2001,3,535
"Verkehrsunfälle","Verletzte und Getötete",2001,4,578
"Verkehrsunfälle","Verletzte und Getötete",2001,5,817
"Verkehrsunfälle","Verletzte und Getötete",2001,6,679
"Verkehrsunfälle","Verletzte und Getötete",2001,7,921
"Verkehrsunfälle","Verletzte und Getötete",2001,8,600
"Verkehrsunfälle","Verletzte und Getötete",2001,9,643
"Verkehrsunfälle","Verletzte und Getötete",2001,10,717
"Verkehrsunfälle","Verletzte und Getötete",2001,11,568
"Verkehrsunfälle","Verletzte und Getötete",2001,12,507
"Verkehrsunfälle","Verletzte und Getötete",2000,1,434
"Verkehrsunfälle","Verletzte und Getötete",2000,2,419
"Verkehrsunfälle","Verletzte und Getötete",2000,3,509
"Verkehrsunfälle","Verletzte und Getötete",2000,4,557
"Verkehrsunfälle","Verletzte und Getötete",2000,5,675
"Verkehrsunfälle","Verletzte und Getötete",2000,6,685
"Verkehrsunfälle","Verletzte und Getötete",2000,7,744
"Verkehrsunfälle","Verletzte und Getötete",2000,8,647
"Verkehrsunfälle","Verletzte und Getötete",2000,9,675
"Verkehrsunfälle","Verletzte und Getötete",2000,10,615
"Verkehrsunfälle","Verletzte und Getötete",2000,11,578
"Verkehrsunfälle","Verletzte und Getötete",2000,12,515
