"monatszahl","auspraegung","jahr","monat","wert"
"Fluchtunfälle","Verletzte und Getötete",2015,3,49
"Fluchtunfälle","Verletzte und Getötete",2015,4,45
"Fluchtunfälle","Verletzte und Getötete",2015,5,41
"Fluchtunfälle","Verletzte und Getötete",2015,6,54
"Fluchtunfälle","Verletzte und Getötete",2015,7,65
"Fluchtunfälle","Verletzte und Getötete",2015,8,36
"Fluchtunfälle","Verletzte und Getötete",2015,9,49
"Fluchtunfälle","Verletzte und Getötete",2015,10,52
"Fluchtunfälle","Verletzte und Getötete",2015,11,43
"Fluchtunfälle","Verletzte und Getötete",2015,12,38
"Fluchtunfälle","Verletzte und Getötete",2014,1,29
"Fluchtunfälle","Verletzte und Getötete",2014,2,22
"Fluchtunfälle","Verletzte und Getötete",2014,3,46
"Fluchtunfälle","Verletzte und Getötete",2014,4,55
"Fluchtunfälle","Verletzte und Getötete",2014,5,50
"Fluchtunfälle","Verletzte und Getötete",2014,6,58
"Fluchtunfälle","Verletzte und Getötete",2014,7,62
"Fluchtunfälle","Verletzte und Getötete",2014,8,43
"Fluchtunfälle","Verletzte und Getötete",2014,9,60
"Fluchtunfälle","Verletzte und Getötete",2014,10,55
"Fluchtunfälle","Verletzte und Getötete",2014,11,42
"Fluchtunfälle","Verletzte und Getötete",2014,12,35
"Fluchtunfälle","Verletzte und Getötete",2013,1,29
"Fluchtunfälle","Verletzte und Getötete",2013,2,22
"Fluchtunfälle","Verletzte und Getötete",2013,3,33
"Fluchtunfälle","Verletzte und Getötete",2013,4,50
"Fluchtunfälle","Verletzte und Getötete",2013,5,43
"Fluchtunfälle","Verletzte und Getötete",2013,6,54
"Fluchtunfälle","Verletzte und Getötete",2013,7,68
"Fluchtunfälle","Verletzte und Getötete",2013,8,36
"Fluchtunfälle","Verletzte und Getötete",2013,9,53
"Fluchtunfälle","Verletzte und Getötete",2013,10,53
"Fluchtunfälle","Verletzte und Getötete",2013,11,53
"Fluchtunfälle","Verletzte und Getötete",2013,12,27
"Fluchtunfälle","Verletzte und Getötete",2012,1,32
"Fluchtunfälle","Verletzte und Getötete",2012,2,20
"Fluchtunfälle","Verletzte und Getötete",2012,3,44
"Fluchtunfälle","Verletzte und Getötete",2012,4,37
"Fluchtunfälle","Verletzte und Getötete",2012,5,64
"Fluchtunfälle","Verletzte und Getötete",2012,6,61
"Fluchtunfälle","Verletzte und Getötete",2012,7,64
"Fluchtunfälle","Verletzte und Getötete",2012,8,64
"Fluchtunfälle","Verletzte und Getötete",2012,9,61
"Fluchtunfälle","Verletzte und Getötete",2012,10,61
"Fluchtunfälle","Verletzte und Getötete",2012,11,49
"Fluchtunfälle","Verletzte und Getötete",2012,12,23
"Fluchtunfälle","Verletzte und Getötete",2011,1,26
"Fluchtunfälle","Verletzte und Getötete",2011,2,26
"Fluchtunfälle","Verletzte und Getötete",2011,3,32
"Fluchtunfälle","Verletzte und Getötete",2011,4,55
"Fluchtunfälle","Verletzte und Getötete",2011,5,68
"Fluchtunfälle","Verletzte und Getötete",2011,6,49
"Fluchtunfälle","Verletzte und Getötete",2011,7,56
"Fluchtunfälle","Verletzte und Getötete",2011,8,35
"Fluchtunfälle","Verletzte und Getötete",2011,9,52
"Fluchtunfälle","Verletzte und Getötete",2011,10,36
"Fluchtunfälle","Verletzte und Getötete",2011,11,33
"Fluchtunfälle","Verletzte und Getötete",2011,12,30
"Fluchtunfälle","Verletzte und Getötete",2010,1,17
"Fluchtunfälle","Verletzte und Getötete",2010,2,21
"Fluchtunfälle","Verletzte und Getötete",2010,3,29
"Fluchtunfälle","Verletzte und Getötete",2010,4,41
"Fluchtunfälle","Verletzte und Getötete",2010,5,31
"Fluchtunfälle","Verletzte und Getötete",2010,6,57
"Fluchtunfälle","Verletzte und Getötete",2010,7,65
"Fluchtunfälle","Verletzte und Getötete",2010,8,48
"Fluchtunfälle","Verletzte und Getötete",2010,9,42
"Fluchtunfälle","Verletzte und Getötete",2010,10,49
"Fluchtunfälle","Verletzte und Getötete",2010,11,33
"Fluchtunfälle","Verletzte und Getötete",2010,12,23
"Fluchtunfälle","Verletzte und Getötete",2009,1,22
"Fluchtunfälle","Verletzte und Getötete",2009,2,35
"Fluchtunfälle","Verletzte und Getötete",2009,3,20
"Fluchtunfälle","Verletzte und Getötete",2009,4,43
"Fluchtunfälle","Verletzte und Getötete",2009,5,49
"Fluchtunfälle","Verletzte und Getötete",2009,6,34
"Fluchtunfälle","Verletzte und Getötete",2009,7,61
"Fluchtunfälle","Verletzte und Getötete",2009,8,40
"Fluchtunfälle","Verletzte und Getötete",2009,9,37
"Fluchtunfälle","Verletzte und Getötete",2009,10,47
"Fluchtunfälle","Verletzte und Getötete",2009,11,34
"Fluchtunfälle","Verletzte und Getötete",2009,12,37
"Fluchtunfälle","Verletzte und Getötete",2008,1,27
"Fluchtunfälle","Verletzte und Getötete",2008,2,29
"Fluchtunfälle","Verletzte und Getötete",2008,3,25
"Fluchtunfälle","Verletzte und Getötete",2008,4,41
"Fluchtunfälle","Verletzte und Getötete",2008,5,57
"Fluchtunfälle","Verletzte und Getötete",2008,6,59
"Fluchtunfälle","Verletzte und Getötete",2008,7,48
"Fluchtunfälle","Verletzte und Getötete",2008,8,55
"Fluchtunfälle","Verletzte und Getötete",2008,9,48
"Fluchtunfälle","Verletzte und Getötete",2008,10,46
"Fluchtunfälle","Verletzte und Getötete",2008,11,27
"Fluchtunfälle","Verletzte und Getötete",2008,12,27
"Fluchtunfälle","Verletzte und Getötete",2007,1,19
"Fluchtunfälle","Verletzte und Getötete",2007,2,33
"Fluchtunfälle","Verletzte und Getötete",2007,3,20
"Fluchtunfälle","Verletzte und Getötete",2007,4,43
"Fluchtunfälle","Verletzte und Getötete",2007,5,48
"Fluchtunfälle","Verletzte und Getötete",2007,6,50
"Fluchtunfälle","Verletzte und Getötete",2007,7,59
"Fluchtunfälle","Verletzte und Getötete",2007,8,39
"Fluchtunfälle","Verletzte und Getötete",2007,9,41
"Fluchtunfälle","Verletzte und Getötete",2007,10,49
"Fluchtunfälle","Verletzte und Getötete",2007,11,46
"Fluchtunfälle","Verletzte und Getötete",2007,12,29
"Fluchtunfälle","Verletzte und Getötete",2006,1,31
"Fluchtunfälle","Verletzte und Getötete",2006,2,33
"Fluchtunfälle","Verletzte und Getötete",2006,3,34
"Fluchtunfälle","Verletzte und Getötete",2006,4,25
"Fluchtunfälle","Verletzte und Getötete",2006,5,33
"Fluchtunfälle","Verletzte und Getötete",2006,6,40
"Fluchtunfälle","Verletzte und Getötete",2006,7,78
"Fluchtunfälle","Verletzte und Getötete",2006,8,40
"Fluchtunfälle","Verletzte und Getötete",2006,9,66
"Fluchtunfälle","Verletzte und Getötete",2006,10,43
"Fluchtunfälle","Verletzte und Getötete",2006,11,38
"Fluchtunfälle","Verletzte und Getötete",2006,12,44
"Fluchtunfälle","Verletzte und Getötete",2005,1,24
"Fluchtunfälle","Verletzte und Getötete",2005,2,22
"Fluchtunfälle","Verletzte und Getötete",2005,3,33
"Fluchtunfälle","Verletzte und Getötete",2005,4,45
"Fluchtunfälle","Verletzte und Getötete",2005,5,52
"Fluchtunfälle","Verletzte und Getötete",2005,6,53
"Fluchtunfälle","Verletzte und Getötete",2005,7,65
"Fluchtunfälle","Verletzte und Getötete",2005,8,37
"Fluchtunfälle","Verletzte und Getötete",2005,9,81
"Fluchtunfälle","Verletzte und Getötete",2005,10,54
"Fluchtunfälle","Verletzte und Getötete",2005,11,27
"Fluchtunfälle","Verletzte und Getötete",2005,12,32
"Fluchtunfälle","Verletzte und Getötete",2004,1,33
"Fluchtunfälle","Verletzte und Getötete",2004,2,31
"Fluchtunfälle","Verletzte und Getötete",2004,3,20
"Fluchtunfälle","Verletzte und Getötete",2004,4,39
"Fluchtunfälle","Verletzte und Getötete",2004,5,41
"Fluchtunfälle","Verletzte und Getötete",2004,6,53
"Fluchtunfälle","Verletzte und Getötete",2004,7,83
"Fluchtunfälle","Verletzte und Getötete",2004,8,48
"Fluchtunfälle","Verletzte und Getötete",2004,9,63
"Fluchtunfälle","Verletzte und Getötete",2004,10,40
"Fluchtunfälle","Verletzte und Getötete",2004,11,46
"Fluchtunfälle","Verletzte und Getötete",2004,12,45
"Fluchtunfälle","Verletzte und Getötete",2003,1,21
"Fluchtunfälle","Verletzte und Getötete",2003,2,20
"Fluchtunfälle","Verletzte und Getötete",2003,3,44
"Fluchtunfälle","Verletzte und Getötete",2003,4,30
"Fluchtunfälle","Verletzte und Getötete",2003,5,56
"Fluchtunfälle","Verletzte und Getötete",2003,6,81
"Fluchtunfälle","Verletzte und Getötete",2003,7,35
"Fluchtunfälle","Verletzte und Getötete",2003,8,41
"Fluchtunfälle","Verletzte und Getötete",2003,9,50
"Fluchtunfälle","Verletzte und Getötete",2003,10,47
"Fluchtunfälle","Verletzte und Getötete",2003,11,59
"Fluchtunfälle","Verletzte und Getötete",2003,12,78
"Fluchtunfälle","Verletzte und Getötete",2002,1,36
"Fluchtunfälle","Verletzte und Getötete",2002,2,33
"Fluchtunfälle","Verletzte und Getötete",2002,3,39
"Fluchtunfälle","Verletzte und Getötete",2002,4,37
"Fluchtunfälle","Verletzte und Getötete",2002,5,73
"Fluchtunfälle","Verletzte und Getötete",2002,6,74
"Fluchtunfälle","Verletzte und Getötete",2002,7,72
"Fluchtunfälle","Verletzte und Getötete",2002,8,50
"Fluchtunfälle","Verletzte und Getötete",2002,9,77
"Fluchtunfälle","Verletzte und Getötete",2002,10,49
"Fluchtunfälle","Verletzte und Getötete",2002,11,50
"Fluchtunfälle","Verletzte und Getötete",2002,12,38
"Fluchtunfälle","Verletzte und Getötete",2001,1,44
"Fluchtunfälle","Verletzte und Getötete",2001,2,51
"Fluchtunfälle","Verletzte und Getötete",2001,3,43
"Fluchtunfälle","Verletzte und Getötete",2001,4,68
"Fluchtunfälle","Verletzte und Getötete",2001,5,67
"Fluchtunfälle","Verletzte und Getötete",2001,6,78
"Fluchtunfälle","Verletzte und Getötete",2001,7,83
"Fluchtunfälle","Verletzte und Getötete",2001,8,57
"Fluchtunfälle","Verletzte und Getötete",2001,9,40
"Fluchtunfälle","Verletzte und Getötete",2001,10,85
"Fluchtunfälle","Verletzte und Getötete",2001,11,32
"Fluchtunfälle","Verletzte und Getötete",2001,12,39
"Fluchtunfälle","Verletzte und Getötete",2000,1,34
"Fluchtunfälle","Verletzte und Getötete",2000,2,35
"Fluchtunfälle","Verletzte und Getötete",2000,3,48
"Fluchtunfälle","Verletzte und Getötete",2000,4,57
"Fluchtunfälle","Verletzte und Getötete",2000,5,69
"Fluchtunfälle","Verletzte und Getötete",2000,6,58
"Fluchtunfälle","Verletzte und Getötete",2000,7,67
"Fluchtunfälle","Verletzte und Getötete",2000,8,74
"Fluchtunfälle","Verletzte und Getötete",2000,9,68
"Fluchtunfälle","Verletzte und Getötete",2000,10,47
"Fluchtunfälle","Verletzte und Getötete",2000,11,56
"Fluchtunfälle","Verletzte und Getötete",2000,12,45
"Verkehrsunfälle","insgesamt",2025,1,3171
"Verkehrsunfälle","insgesamt",2025,2,3020
"Verkehrsunfälle","insgesamt",2025,3,3607
"Verkehrsunfälle","insgesamt",2025,4,3966
"Verkehrsunfälle","insgesamt",2025,5,4151
"Verkehrsunfälle","insgesamt",2025,6,3757
"Verkehrsunfälle","insgesamt",2025,7,4483
"Verkehrsunfälle","insgesamt",2025,8,3235
"Verkehrsunfälle","insgesamt",2025,9,3867
"Verkehrsunfälle","insgesamt",2025,10,4274
"Verkehrsunfälle","insgesamt",2025,11,3873
"Verkehrsunfälle","insgesamt",2025,12,3360
"Verkehrsunfälle","insgesamt",2024,1,2978
"Verkehrsunfälle","insgesamt",2024,2,3035
"Verkehrsunfälle","insgesamt",2024,3,3401
"Verkehrsunfälle","insgesamt",2024,4,3728
"Verkehrsunfälle","insgesamt",2024,5,3510
"Verkehrsunfälle","insgesamt",2024,6,3848
"Verkehrsunfälle","insgesamt",2024,7,4092
"Verkehrsunfälle","insgesamt",2024,8,2965
"Verkehrsunfälle","insgesamt",2024,9,3542
"Verkehrsunfälle","insgesamt",2024,10,4070
"Verkehrsunfälle","insgesamt",2024,11,3656
"Verkehrsunfälle","insgesamt",2024,12,3297
"Verkehrsunfälle","insgesamt",2023,1,2862
"Verkehrsunfälle","insgesamt",2023,2,2743
"Verkehrsunfälle","insgesamt",2023,3,3684
"Verkehrsunfälle","insgesamt",2023,4,3290
"Verkehrsunfälle","insgesamt",2023,5,3700
"Verkehrsunfälle","insgesamt",2023,6,3678
"Verkehrsunfälle","insgesamt",2023,7,3896
"Verkehrsunfälle","insgesamt",2023,8,2837
"Verkehrsunfälle","insgesamt",2023,9,3733
"Verkehrsunfälle","insgesamt",2023,10,3869
"Verkehrsunfälle","insgesamt",2023,11,3566
"Verkehrsunfälle","insgesamt",2023,12,3325
"Verkehrsunfälle","insgesamt",2022,1,2603
"Verkehrsunfälle","insgesamt",2022,2,2741
"Verkehrsunfälle","insgesamt",2022,3,3316
"Verkehrsunfälle","insgesamt",2022,4,3118
"Verkehrsunfälle","insgesamt",2022,5,3845
"Verkehrsunfälle","insgesamt",2022,6,3434
"Verkehrsunfälle","insgesamt",2022,7,3809
"Verkehrsunfälle","insgesamt",2022,8,3005
"Verkehrsunfälle","insgesamt",2022,9,3620
"Verkehrsunfälle","insgesamt",2022,10,3823
"Verkehrsunfälle","insgesamt",2022,11,3541
"Verkehrsunfälle","insgesamt",2022,12,3008
"Verkehrsunfälle","insgesamt",2021,1,2149
"Verkehrsunfälle","insgesamt",2021,2,2252
"Verkehrsunfälle","insgesamt",2021,3,3130
"Verkehrsunfälle","insgesamt",2021,4,2901
"Verkehrsunfälle","insgesamt",2021,5,3194
"Verkehrsunfälle","insgesamt",2021,6,3786
"Verkehrsunfälle","insgesamt",2021,7,3905
"Verkehrsunfälle","insgesamt",2021,8,2852
"Verkehrsunfälle","insgesamt",2021,9,3650
"Verkehrsunfälle","insgesamt",2021,10,3857
"Verkehrsunfälle","insgesamt",2021,11,3303
"Verkehrsunfälle","insgesamt",2021,12,2993
"Verkehrsunfälle","insgesamt",2020,1,3139
"Verkehrsunfälle","insgesamt",2020,2,3271
"Verkehrsunfälle","insgesamt",2020,3,2825
"Verkehrsunfälle","insgesamt",2020,4,2251
"Verkehrsunfälle","insgesamt",2020,5,3193
"Verkehrsunfälle","insgesamt",2020,6,3380
"Verkehrsunfälle","insgesamt",2020,7,4031
"Verkehrsunfälle","insgesamt",2020,8,3007
"Verkehrsunfälle","insgesamt",2020,9,3659
"Verkehrsunfälle","insgesamt",2020,10,3867
"Verkehrsunfälle","insgesamt",2020,11,3150
"Verkehrsunfälle","insgesamt",2020,12,2661
"Verkehrsunfälle","insgesamt",2019,1,3440
"Verkehrsunfälle","insgesamt",2019,2,3442
"Verkehrsunfälle","insgesamt",2019,3,3940
"Verkehrsunfälle","insgesamt",2019,4,3781
"Verkehrsunfälle","insgesamt",2019,5,4046
"Verkehrsunfälle","insgesamt",2019,6,3727
"Verkehrsunfälle","insgesamt",2019,7,4763
"Verkehrsunfälle","insgesamt",2019,8,3214
"Verkehrsunfälle","insgesamt",2019,9,4042
"Verkehrsunfälle","insgesamt",2019,10,4348
"Verkehrsunfälle","insgesamt",2019,11,3805
"Verkehrsunfälle","insgesamt",2019,12,3462
"Verkehrsunfälle","insgesamt",2018,1,3328
"Verkehrsunfälle","insgesamt",2018,2,3109
"Verkehrsunfälle","insgesamt",2018,3,3796
"Verkehrsunfälle","insgesamt",2018,4,4016
"Verkehrsunfälle","insgesamt",2018,5,3953
"Verkehrsunfälle","insgesamt",2018,6,4284
"Verkehrsunfälle","insgesamt",2018,7,4547
"Verkehrsunfälle","insgesamt",2018,8,3206
"Verkehrsunfälle","insgesamt",2018,9,4124
"Verkehrsunfälle","insgesamt",2018,10,4468
"Verkehrsunfälle","insgesamt",2018,11,4027
"Verkehrsunfälle","insgesamt",2018,12,3550
"Verkehrsunfälle","insgesamt",2017,1,3320
"Verkehrsunfälle","insgesamt",2017,2,3223
"Verkehrsunfälle","insgesamt",2017,3,4106
"Verkehrsunfälle","insgesamt",2017,4,3533
"Verkehrsunfälle","insgesamt",2017,5,4314
"Verkehrsunfälle","insgesamt",2017,6,3818
"Verkehrsunfälle","insgesamt",2017,7,4355
"Verkehrsunfälle","insgesamt",2017,8,3267
"Verkehrsunfälle","insgesamt",2017,9,4017
"Verkehrsunfälle","insgesamt",2017,10,4198
"Verkehrsunfälle","insgesamt",2017,11,3809
"Verkehrsunfälle","insgesamt",2017,12,3494
"Verkehrsunfälle","insgesamt",2016,1,3297
"Verkehrsunfälle","insgesamt",2016,2,3383
"Verkehrsunfälle","insgesamt",2016,3,3653
"Verkehrsunfälle","insgesamt",2016,4,4209
"Verkehrsunfälle","insgesamt",2016,5,3833
"Verkehrsunfälle","insgesamt",2016,6,4260
"Verkehrsunfälle","insgesamt",2016,7,4478
"Verkehrsunfälle","insgesamt",2016,8,3400
"Verkehrsunfälle","insgesamt",2016,9,4289
"Verkehrsunfälle","insgesamt",2016,10,4297
"Verkehrsunfälle","insgesamt",2016,11,3998
"Verkehrsunfälle","insgesamt",2016,12,3700
"Verkehrsunfälle","insgesamt",2015,1,3326
"Verkehrsunfälle","insgesamt",2015,2,3090
"Verkehrsunfälle","insgesamt",2015,3,3888
"Verkehrsunfälle","insgesamt",2015,4,4022
"Verkehrsunfälle","insgesamt",2015,5,3915
"Verkehrsunfälle","insgesamt",2015,6,3898
"Verkehrsunfälle","insgesamt",2015,7,4729
"Verkehrsunfälle","insgesamt",2015,8,3431
"Verkehrsunfälle","insgesamt",2015,9,4015
"Verkehrsunfälle","insgesamt",2015,10,4467
"Verkehrsunfälle","insgesamt",2015,11,3992
"Verkehrsunfälle","insgesamt",2015,12,3862
"Verkehrsunfälle","insgesamt",2014,1,3410
"Verkehrsunfälle","insgesamt",2014,2,3315
"Verkehrsunfälle","insgesamt",2014,3,4027
"Verkehrsunfälle","insgesamt",2014,4,3840
"Verkehrsunfälle","insgesamt",2014,5,4346
"Verkehrsunfälle","insgesamt",2014,6,3833
"Verkehrsunfälle","insgesamt",2014,7,4443
"Verkehrsunfälle","insgesamt",2014,8,3379
"Verkehrsunfälle","insgesamt",2014,9,4137
"Verkehrsunfälle","insgesamt",2014,10,4251
"Verkehrsunfälle","insgesamt",2014,11,3904
"Verkehrsunfälle","insgesamt",2014,12,3919
"Verkehrsunfälle","insgesamt",2013,1,3316
"Verkehrsunfälle","insgesamt",2013,2,3467
"Verkehrsunfälle","insgesamt",2013,3,3712
"Verkehrsunfälle","insgesamt",2013,4,4008
"Verkehrsunfälle","insgesamt",2013,5,3703
"Verkehrsunfälle","insgesamt",2013,6,4284
"Verkehrsunfälle","insgesamt",2013,7,4641
"Verkehrsunfälle","insgesamt",2013,8,3387
"Verkehrsunfälle","insgesamt",2013,9,4130
"Verkehrsunfälle","insgesamt",2013,10,4533
"Verkehrsunfälle","insgesamt",2013,11,4043
"Verkehrsunfälle","insgesamt",2013,12,3764
"Verkehrsunfälle","insgesamt",2012,1,3176
"Verkehrsunfälle","insgesamt",2012,2,3102
"Verkehrsunfälle","insgesamt",2012,3,3739
"Verkehrsunfälle","insgesamt",2012,4,3667
"Verkehrsunfälle","insgesamt",2012,5,4114
"Verkehrsunfälle","insgesamt",2012,6,4018
"Verkehrsunfälle","insgesamt",2012,7,4281
"Verkehrsunfälle","insgesamt",2012,8,3452
"Verkehrsunfälle","insgesamt",2012,9,3962
"Verkehrsunfälle","insgesamt",2012,10,4146
"Verkehrsunfälle","insgesamt",2012,11,3839
"Verkehrsunfälle","insgesamt",2012,12,3395
"Verkehrsunfälle","insgesamt",2011,1,2775
"Verkehrsunfälle","insgesamt",2011,2,2903
"Verkehrsunfälle","insgesamt",2011,3,3523
"Verkehrsunfälle","insgesamt",2011,4,3529
"Verkehrsunfälle","insgesamt",2011,5,4143
"Verkehrsunfälle","insgesamt",2011,6,3212
"Verkehrsunfälle","insgesamt",2011,7,4074
"Verkehrsunfälle","insgesamt",2011,8,3322
"Verkehrsunfälle","insgesamt",2011,9,3730
"Verkehrsunfälle","insgesamt",2011,10,3830
"Verkehrsunfälle","insgesamt",2011,11,3567
"Verkehrsunfälle","insgesamt",2011,12,3506
"Verkehrsunfälle","insgesamt",2010,1,2346
"Verkehrsunfälle","insgesamt",2010,2,2539
"Verkehrsunfälle","insgesamt",2010,3,3309
"Verkehrsunfälle","insgesamt",2010,4,3202
"Verkehrsunfälle","insgesamt",2010,5,2974
"Verkehrsunfälle","insgesamt",2010,6,3193
"Verkehrsunfälle","insgesamt",2010,7,3712
"Verkehrsunfälle","insgesamt",2010,8,2843
"Verkehrsunfälle","insgesamt",2010,9,3524
"Verkehrsunfälle","insgesamt",2010,10,3500
"Verkehrsunfälle","insgesamt",2010,11,3329
"Verkehrsunfälle","insgesamt",2010,12,3413
"Verkehrsunfälle","insgesamt",2009,1,2482
"Verkehrsunfälle","insgesamt",2009,2,3480
"Verkehrsunfälle","insgesamt",2009,3,2744
"Verkehrsunfälle","insgesamt",2009,4,2953
"Verkehrsunfälle","insgesamt",2009,5,3240
"Verkehrsunfälle","insgesamt",2009,6,2876
"Verkehrsunfälle","insgesamt",2009,7,3622
"Verkehrsunfälle","insgesamt",2009,8,2749
"Verkehrsunfälle","insgesamt",2009,9,3252
"Verkehrsunfälle","insgesamt",2009,10,3567
"Verkehrsunfälle","insgesamt",2009,11,3294
"Verkehrsunfälle","insgesamt",2009,12,3202
"Verkehrsunfälle","insgesamt",2008,1,2945
"Verkehrsunfälle","insgesamt",2008,2,3171
"Verkehrsunfälle","insgesamt",2008,3,2910
"Verkehrsunfälle","insgesamt",2008,4,3339
"Verkehrsunfälle","insgesamt",2008,5,3428
"Verkehrsunfälle","insgesamt",2008,6,3374
"Verkehrsunfälle","insgesamt",2008,7,3500
"Verkehrsunfälle","insgesamt",2008,8,2870
"Verkehrsunfälle","insgesamt",2008,9,3271
"Verkehrsunfälle","insgesamt",2008,10,3683
"Verkehrsunfälle","insgesamt",2008,11,2983
"Verkehrsunfälle","insgesamt",2008,12,2888
"Verkehrsunfälle","insgesamt",2007,1,2735
"Verkehrsunfälle","insgesamt",2007,2,2643
"Verkehrsunfälle","insgesamt",2007,3,2836
"Verkehrsunfälle","insgesamt",2007,4,3292
"Verkehrsunfälle","insgesamt",2007,5,3529
"Verkehrsunfälle","insgesamt",2007,6,3225
"Verkehrsunfälle","insgesamt",2007,7,3622
"Verkehrsunfälle","insgesamt",2007,8,2943
"Verkehrsunfälle","insgesamt",2007,9,3414
"Verkehrsunfälle","insgesamt",2007,10,3695
"Verkehrsunfälle","insgesamt",2007,11,3444
"Verkehrsunfälle","insgesamt",2007,12,3184
"Verkehrsunfälle","insgesamt",2006,1,2893
"Verkehrsunfälle","insgesamt",2006,2,2901
"Verkehrsunfälle","insgesamt",2006,3,4165
"Verkehrsunfälle","insgesamt",2006,4,2874
"Verkehrsunfälle","insgesamt",2006,5,3032
"Verkehrsunfälle","insgesamt",2006,6,2853
"Verkehrsunfälle","insgesamt",2006,7,3611
"Verkehrsunfälle","insgesamt",2006,8,2993
"Verkehrsunfälle","insgesamt",2006,9,3233
"Verkehrsunfälle","insgesamt",2006,10,3286
"Verkehrsunfälle","insgesamt",2006,11,3073
"Verkehrsunfälle","insgesamt",2006,12,3419
"Verkehrsunfälle","insgesamt",2005,1,2788
"Verkehrsunfälle","insgesamt",2005,2,3461
"Verkehrsunfälle","insgesamt",2005,3,3560
"Verkehrsunfälle","insgesamt",2005,4,3320
"Verkehrsunfälle","insgesamt",2005,5,3321
"Verkehrsunfälle","insgesamt",2005,6,3499
"Verkehrsunfälle","insgesamt",2005,7,3631
"Verkehrsunfälle","insgesamt",2005,8,2965
"Verkehrsunfälle","insgesamt",2005,9,3921
"Verkehrsunfälle","insgesamt",2005,10,3503
"Verkehrsunfälle","insgesamt",2005,11,3205
"Verkehrsunfälle","insgesamt",2005,12,3549
"Verkehrsunfälle","insgesamt",2004,1,2969
"Verkehrsunfälle","insgesamt",2004,2,2728
"Verkehrsunfälle","insgesamt",2004,3,3271
"Verkehrsunfälle","insgesamt",2004,4,3183
"Verkehrsunfälle","insgesamt",2004,5,3378
"Verkehrsunfälle","insgesamt",2004,6,3229
"Verkehrsunfälle","insgesamt",2004,7,3760
"Verkehrsunfälle","insgesamt",2004,8,2926
"Verkehrsunfälle","insgesamt",2004,9,3663
"Verkehrsunfälle","insgesamt",2004,10,3716
"Verkehrsunfälle","insgesamt",2004,11,3449
"Verkehrsunfälle","insgesamt",2004,12,3792
"Verkehrsunfälle","insgesamt",2003,1,3073
"Verkehrsunfälle","insgesamt",2003,2,2968
"Verkehrsunfälle","insgesamt",2003,3,3060
"Verkehrsunfälle","insgesamt",2003,4,3106
"Verkehrsunfälle","insgesamt",2003,5,3255
"Verkehrsunfälle","insgesamt",2003,6,3139
"Verkehrsunfälle","insgesamt",2003,7,3321
"Verkehrsunfälle","insgesamt",2003,8,2837
"Verkehrsunfälle","insgesamt",2003,9,3393
"Verkehrsunfälle","insgesamt",2003,10,3631
"Verkehrsunfälle","insgesamt",2003,11,3325
"Verkehrsunfälle","insgesamt",2003,12,3527
"Verkehrsunfälle","insgesamt",2002,1,3063
"Verkehrsunfälle","insgesamt",2002,2,2892
"Verkehrsunfälle","insgesamt",2002,3,3380
"Verkehrsunfälle","insgesamt",2002,4,3142
"Verkehrsunfälle","insgesamt",2002,5,3731
"Verkehrsunfälle","insgesamt",2002,6,3586
"Verkehrsunfälle","insgesamt",2002,7,3960
"Verkehrsunfälle","insgesamt",2002,8,3007
"Verkehrsunfälle","insgesamt",2002,9,3436
"Verkehrsunfälle","insgesamt",2002,10,3859
"Verkehrsunfälle","insgesamt",2002,11,3529
"Verkehrsunfälle","insgesamt",2002,12,3023
"Verkehrsunfälle","insgesamt",2001,1,3348
"Verkehrsunfälle","insgesamt",2001,2,3148
"Verkehrsunfälle","insgesamt",2001,3,3970
"Verkehrsunfälle","insgesamt",2001,4,3565
"Verkehrsunfälle","insgesamt",2001,5,4128
"Verkehrsunfälle","insgesamt",2001,6,3715
"Verkehrsunfälle","insgesamt",2001,7,4288
"Verkehrsunfälle","insgesamt",2001,8,3351
"Verkehrsunfälle","insgesamt",2001,9,3939
"Verkehrsunfälle","insgesamt",2001,10,4250
"Verkehrsunfälle","insgesamt",2001,11,4022
"Verkehrsunfälle","insgesamt",2001,12,3989
"Verkehrsunfälle","insgesamt",2000,1,3448
"Verkehrsunfälle","insgesamt",2000,2,3181
"Verkehrsunfälle","insgesamt",2000,3,3783
"Verkehrsunfälle","insgesamt",2000,4,3317
"Verkehrsunfälle","insgesamt",2000,5,4123
"Verkehrsunfälle","insgesamt",2000,6,3329
"Verkehrsunfälle","insgesamt",2000,7,4282
"Verkehrsunfälle","insgesamt",2000,8,3387
"Verkehrsunfälle","insgesamt",2000,9,3807
"Verkehrsunfälle","insgesamt",2000,10,4117
"Verkehrsunfälle","insgesamt",2000,11,3931
"Verkehrsunfälle","insgesamt",2000,12,3789
"Verkehrsunfälle","mit Personenschäden",2025,1,267
"Verkehrsunfälle","mit Personenschäden",2025,2,288
"Verkehrsunfälle","mit Personenschäden",2025,3,368
"Verkehrsunfälle","mit Personenschäden",2025,4,488
"Verkehrsunfälle","mit Personenschäden",2025,5,573
"Verkehrsunfälle","mit Personenschäden",2025,6,579
"Verkehrsunfälle","mit Personenschäden",2025,7,695
"Verkehrsunfälle","mit Personenschäden",2025,8,478
"Verkehrsunfälle","mit Personenschäden",2025,9,543
"Verkehrsunfälle","mit Personenschäden",2025,10,509
"Verkehrsunfälle","mit Personenschäden",2025,11,417
"Verkehrsunfälle","mit Personenschäden",2025,12,293
